Group,Scale,Type,Error_Percentage,PAI_mean,PAI_std,F1_Score_mean,F1_Score_std,Scale2
Group_6,G_100,Centroid,10,8.4303,0.0931,0.98,0.0022,Grid_100
Group_6,G_100,Centroid,15,8.4736,0.0942,0.9724,0.0026,Grid_100
Group_6,G_100,Centroid,20,8.533,0.0844,0.9648,0.0027,Grid_100
Group_6,G_100,Centroid,25,8.546,0.0992,0.9585,0.0025,Grid_100
Group_6,G_100,Centroid,30,8.5766,0.0951,0.9521,0.003,Grid_100
Group_6,G_100,Centroid,35,8.6059,0.0894,0.9457,0.0034,Grid_100
Group_6,G_100,Centroid,40,8.5992,0.082,0.9389,0.0031,Grid_100
Group_6,G_100,Centroid,45,8.597,0.093,0.934,0.0032,Grid_100
Group_6,G_100,Centroid,50,8.6192,0.0943,0.928,0.0035,Grid_100
Group_6,G_100,Deletion,5,8.4564,0.1702,0.936,0.0051,Grid_100
Group_6,G_100,Deletion,10,8.4857,0.2209,0.9018,0.0058,Grid_100
Group_6,G_100,Deletion,15,8.4239,0.2478,0.8767,0.0084,Grid_100
Group_6,G_100,Deletion,20,8.2601,0.2835,0.8547,0.0107,Grid_100
Group_6,G_100,Deletion,25,8.4206,0.31,0.8351,0.0118,Grid_100
Group_6,G_100,Deletion,30,8.3203,0.3815,0.8141,0.0146,Grid_100
Group_6,G_100,Deletion,35,8.2197,0.4056,0.7898,0.0156,Grid_100
Group_6,G_100,Deletion,40,8.0426,0.3647,0.7705,0.0186,Grid_100
Group_6,G_100,Deletion,45,7.9401,0.4249,0.7505,0.0177,Grid_100
Group_6,G_100,Deletion,50,7.8269,0.4535,0.7308,0.0199,Grid_100
Group_6,G_100,Random,5,8.3795,0.1004,0.9856,0.0023,Grid_100
Group_6,G_100,Random,10,8.4219,0.106,0.9741,0.0029,Grid_100
Group_6,G_100,Random,15,8.4777,0.1201,0.9646,0.0032,Grid_100
Group_6,G_100,Random,20,8.5052,0.119,0.9555,0.0035,Grid_100
Group_6,G_100,Random,25,8.516,0.1308,0.9486,0.0034,Grid_100
Group_6,G_100,Random,30,8.5196,0.1351,0.9411,0.0041,Grid_100
Group_6,G_100,Random,35,8.5486,0.1412,0.9341,0.0042,Grid_100
Group_6,G_100,Random,40,8.5143,0.1418,0.927,0.0039,Grid_100
Group_6,G_100,Random,45,8.5183,0.1482,0.9217,0.0043,Grid_100
Group_6,G_100,Random,50,8.5276,0.1574,0.9156,0.0045,Grid_100
Group_6,G_300,Centroid,5,8.3826,0.1273,0.9691,0.0042,Grid_300
Group_6,G_300,Centroid,10,8.424,0.154,0.9451,0.005,Grid_300
Group_6,G_300,Centroid,15,8.3841,0.1619,0.9264,0.005,Grid_300
Group_6,G_300,Centroid,20,8.3877,0.1897,0.9067,0.0063,Grid_300
Group_6,G_300,Centroid,25,8.3023,0.1913,0.8901,0.0066,Grid_300
Group_6,G_300,Centroid,30,8.3369,0.2046,0.8756,0.0068,Grid_300
Group_6,G_300,Centroid,35,8.2347,0.1633,0.8605,0.0076,Grid_300
Group_6,G_300,Centroid,40,8.1945,0.2107,0.8462,0.007,Grid_300
Group_6,G_300,Centroid,45,8.1025,0.1975,0.8314,0.0076,Grid_300
Group_6,G_300,Centroid,50,8.102,0.2065,0.8191,0.0083,Grid_300
Group_6,G_300,Deletion,5,8.4564,0.1702,0.936,0.0051,Grid_300
Group_6,G_300,Deletion,10,8.4857,0.2209,0.9018,0.0058,Grid_300
Group_6,G_300,Deletion,15,8.4239,0.2478,0.8767,0.0084,Grid_300
Group_6,G_300,Deletion,20,8.2601,0.2835,0.8547,0.0107,Grid_300
Group_6,G_300,Deletion,25,8.4206,0.31,0.8351,0.0118,Grid_300
Group_6,G_300,Deletion,30,8.3203,0.3815,0.8141,0.0146,Grid_300
Group_6,G_300,Deletion,35,8.2197,0.4056,0.7898,0.0156,Grid_300
Group_6,G_300,Deletion,40,8.0426,0.3647,0.7705,0.0186,Grid_300
Group_6,G_300,Deletion,45,7.9401,0.4249,0.7505,0.0177,Grid_300
Group_6,G_300,Deletion,50,7.8269,0.4535,0.7308,0.0199,Grid_300
Group_6,G_300,Random,5,8.298,0.1291,0.9608,0.0058,Grid_300
Group_6,G_300,Random,10,8.2773,0.1831,0.931,0.0064,Grid_300
Group_6,G_300,Random,15,8.1979,0.2038,0.9085,0.0074,Grid_300
Group_6,G_300,Random,20,8.1593,0.1976,0.8851,0.0077,Grid_300
Group_6,G_300,Random,25,8.1092,0.2484,0.8659,0.0084,Grid_300
Group_6,G_300,Random,30,8.0387,0.2605,0.8514,0.0093,Grid_300
Group_6,G_300,Random,35,7.9554,0.2505,0.8341,0.009,Grid_300
Group_6,G_300,Random,40,7.8764,0.2378,0.8197,0.0099,Grid_300
Group_6,G_300,Random,45,7.8106,0.2338,0.8042,0.0107,Grid_300
Group_6,G_300,Random,50,7.7103,0.2403,0.7904,0.0115,Grid_300
Group_6,G_500,Centroid,5,8.2621,0.1739,0.9489,0.0066,Grid_500
Group_6,G_500,Centroid,10,8.143,0.1646,0.9054,0.0079,Grid_500
Group_6,G_500,Centroid,15,8.1244,0.2013,0.8653,0.0095,Grid_500
Group_6,G_500,Centroid,20,8.0216,0.2176,0.8268,0.0101,Grid_500
Group_6,G_500,Centroid,25,7.9514,0.2595,0.7889,0.0101,Grid_500
Group_6,G_500,Centroid,30,7.8479,0.233,0.7515,0.0128,Grid_500
Group_6,G_500,Centroid,35,7.7245,0.2687,0.7173,0.0124,Grid_500
Group_6,G_500,Centroid,40,7.5819,0.2779,0.6791,0.0121,Grid_500
Group_6,G_500,Centroid,45,7.4465,0.2772,0.6465,0.0129,Grid_500
Group_6,G_500,Centroid,50,7.2749,0.2628,0.611,0.0123,Grid_500
Group_6,G_500,Deletion,5,8.4564,0.1702,0.936,0.0051,Grid_500
Group_6,G_500,Deletion,10,8.4857,0.2209,0.9018,0.0058,Grid_500
Group_6,G_500,Deletion,15,8.4239,0.2478,0.8767,0.0084,Grid_500
Group_6,G_500,Deletion,20,8.2601,0.2835,0.8547,0.0107,Grid_500
Group_6,G_500,Deletion,25,8.4206,0.31,0.8351,0.0118,Grid_500
Group_6,G_500,Deletion,30,8.3203,0.3815,0.8141,0.0146,Grid_500
Group_6,G_500,Deletion,35,8.2197,0.4056,0.7898,0.0156,Grid_500
Group_6,G_500,Deletion,40,8.0426,0.3647,0.7705,0.0186,Grid_500
Group_6,G_500,Deletion,45,7.9401,0.4249,0.7505,0.0177,Grid_500
Group_6,G_500,Deletion,50,7.8269,0.4535,0.7308,0.0199,Grid_500
Group_6,G_500,Random,5,8.2729,0.1925,0.9457,0.0063,Grid_500
Group_6,G_500,Random,10,8.247,0.1747,0.9043,0.0074,Grid_500
Group_6,G_500,Random,15,8.2161,0.2325,0.8746,0.0092,Grid_500
Group_6,G_500,Random,20,8.1074,0.2694,0.8441,0.0117,Grid_500
Group_6,G_500,Random,25,7.9606,0.2833,0.8193,0.012,Grid_500
Group_6,G_500,Random,30,7.9014,0.2989,0.7948,0.0123,Grid_500
Group_6,G_500,Random,35,7.7852,0.3342,0.7709,0.0143,Grid_500
Group_6,G_500,Random,40,7.5699,0.3133,0.7473,0.013,Grid_500
Group_6,G_500,Random,45,7.4881,0.332,0.7267,0.015,Grid_500
Group_6,G_500,Random,50,7.2697,0.3108,0.7019,0.0157,Grid_500
Group_6,N_hood,Centroid,5,8.1381,0.1733,0.9142,0.0091,Neighborhood
Group_6,N_hood,Centroid,10,7.9402,0.1883,0.8158,0.0121,Neighborhood
Group_6,N_hood,Centroid,15,7.8256,0.3,0.7118,0.0127,Neighborhood
Group_6,N_hood,Centroid,20,7.8234,0.3433,0.6051,0.0144,Neighborhood
Group_6,N_hood,Centroid,25,7.5579,0.3492,0.5068,0.0131,Neighborhood
Group_6,N_hood,Centroid,30,7.0325,0.4127,0.4138,0.0163,Neighborhood
Group_6,N_hood,Centroid,35,6.5346,0.4867,0.3312,0.0172,Neighborhood
Group_6,N_hood,Centroid,40,6.0072,0.4777,0.2653,0.0155,Neighborhood
Group_6,N_hood,Centroid,45,5.253,0.5227,0.2088,0.0153,Neighborhood
Group_6,N_hood,Centroid,50,4.5577,0.4402,0.1663,0.0115,Neighborhood
Group_6,N_hood,Deletion,5,8.4564,0.1702,0.936,0.0051,Neighborhood
Group_6,N_hood,Deletion,10,8.4857,0.2209,0.9018,0.0058,Neighborhood
Group_6,N_hood,Deletion,15,8.4239,0.2478,0.8767,0.0084,Neighborhood
Group_6,N_hood,Deletion,20,8.2601,0.2835,0.8547,0.0107,Neighborhood
Group_6,N_hood,Deletion,25,8.4206,0.31,0.8351,0.0118,Neighborhood
Group_6,N_hood,Deletion,30,8.3203,0.3815,0.8141,0.0146,Neighborhood
Group_6,N_hood,Deletion,35,8.2197,0.4056,0.7898,0.0156,Neighborhood
Group_6,N_hood,Deletion,40,8.0426,0.3647,0.7705,0.0186,Neighborhood
Group_6,N_hood,Deletion,45,7.9401,0.4249,0.7505,0.0177,Neighborhood
Group_6,N_hood,Deletion,50,7.8269,0.4535,0.7308,0.0199,Neighborhood
Group_6,N_hood,Random,5,8.3074,0.1971,0.931,0.0065,Neighborhood
Group_6,N_hood,Random,10,8.3687,0.2356,0.886,0.0089,Neighborhood
Group_6,N_hood,Random,15,8.2524,0.2654,0.8499,0.0095,Neighborhood
Group_6,N_hood,Random,20,8.1991,0.3122,0.8177,0.0121,Neighborhood
Group_6,N_hood,Random,25,8.1036,0.3597,0.7878,0.0137,Neighborhood
Group_6,N_hood,Random,30,7.9175,0.3596,0.7585,0.0161,Neighborhood
Group_6,N_hood,Random,35,7.699,0.3943,0.7259,0.0156,Neighborhood
Group_6,N_hood,Random,40,7.4655,0.327,0.6966,0.021,Neighborhood
Group_6,N_hood,Random,45,7.2583,0.3989,0.6642,0.019,Neighborhood
Group_6,N_hood,Random,50,7.0995,0.3996,0.6335,0.0209,Neighborhood
Group_6,Street,Centroid,5,8.2865,0.185,0.9423,0.0078,Street
Group_6,Street,Centroid,10,8.1331,0.2052,0.8952,0.0089,Street
Group_6,Street,Centroid,15,8.0436,0.2444,0.8534,0.0117,Street
Group_6,Street,Centroid,20,7.9167,0.2475,0.8101,0.0121,Street
Group_6,Street,Centroid,25,7.8665,0.2781,0.7683,0.0154,Street
Group_6,Street,Centroid,30,7.7592,0.2642,0.7306,0.0156,Street
Group_6,Street,Centroid,35,7.6193,0.2719,0.6885,0.0165,Street
Group_6,Street,Centroid,40,7.5091,0.2961,0.6478,0.016,Street
Group_6,Street,Centroid,45,7.4048,0.3085,0.6125,0.0182,Street
Group_6,Street,Centroid,50,7.2587,0.3447,0.5736,0.0161,Street
Group_6,Street,Deletion,5,8.4564,0.1702,0.936,0.0051,Street
Group_6,Street,Deletion,10,8.4857,0.2209,0.9018,0.0058,Street
Group_6,Street,Deletion,15,8.4239,0.2478,0.8767,0.0084,Street
Group_6,Street,Deletion,20,8.2601,0.2835,0.8547,0.0107,Street
Group_6,Street,Deletion,25,8.4206,0.31,0.8351,0.0118,Street
Group_6,Street,Deletion,30,8.3203,0.3815,0.8141,0.0146,Street
Group_6,Street,Deletion,35,8.2197,0.4056,0.7898,0.0156,Street
Group_6,Street,Deletion,40,8.0426,0.3647,0.7705,0.0186,Street
Group_6,Street,Deletion,45,7.9401,0.4249,0.7505,0.0177,Street
Group_6,Street,Deletion,50,7.8269,0.4535,0.7308,0.0199,Street
Group_6,Street,Random,5,8.262,0.1696,0.9426,0.0078,Street
Group_6,Street,Random,10,8.2157,0.2174,0.9035,0.009,Street
Group_6,Street,Random,15,8.1855,0.222,0.8735,0.0102,Street
Group_6,Street,Random,20,8.0257,0.2638,0.8429,0.0127,Street
Group_6,Street,Random,25,7.9753,0.2737,0.8203,0.0126,Street
Group_6,Street,Random,30,7.8819,0.3183,0.796,0.0129,Street
Group_6,Street,Random,35,7.7391,0.3176,0.7739,0.0136,Street
Group_6,Street,Random,40,7.6156,0.3024,0.7528,0.0131,Street
Group_6,Street,Random,45,7.5096,0.3296,0.7348,0.0161,Street
Group_6,Street,Random,50,7.4469,0.2896,0.7142,0.0172,Street
Group_6,Tract,Centroid,5,8.333,0.1744,0.9387,0.0075,Tract
Group_6,Tract,Centroid,10,8.2719,0.2007,0.8846,0.0084,Tract
Group_6,Tract,Centroid,15,8.0855,0.2283,0.8309,0.0112,Tract
Group_6,Tract,Centroid,20,7.9101,0.2784,0.7762,0.0118,Tract
Group_6,Tract,Centroid,25,7.7435,0.2596,0.7199,0.014,Tract
Group_6,Tract,Centroid,30,7.463,0.2857,0.6638,0.0145,Tract
Group_6,Tract,Centroid,35,7.2423,0.3058,0.6091,0.0157,Tract
Group_6,Tract,Centroid,40,6.9195,0.3568,0.5506,0.0162,Tract
Group_6,Tract,Centroid,45,6.6162,0.3348,0.4993,0.0143,Tract
Group_6,Tract,Centroid,50,6.3762,0.3677,0.4485,0.0147,Tract
Group_6,Tract,Deletion,5,8.4564,0.1702,0.936,0.0051,Tract
Group_6,Tract,Deletion,10,8.4857,0.2209,0.9018,0.0058,Tract
Group_6,Tract,Deletion,15,8.4239,0.2478,0.8767,0.0084,Tract
Group_6,Tract,Deletion,20,8.2601,0.2835,0.8547,0.0107,Tract
Group_6,Tract,Deletion,25,8.4206,0.31,0.8351,0.0118,Tract
Group_6,Tract,Deletion,30,8.3203,0.3815,0.8141,0.0146,Tract
Group_6,Tract,Deletion,35,8.2197,0.4056,0.7898,0.0156,Tract
Group_6,Tract,Deletion,40,8.0426,0.3647,0.7705,0.0186,Tract
Group_6,Tract,Deletion,45,7.9401,0.4249,0.7505,0.0177,Tract
Group_6,Tract,Deletion,50,7.8269,0.4535,0.7308,0.0199,Tract
Group_6,Tract,Random,5,8.2478,0.1837,0.9373,0.0071,Tract
Group_6,Tract,Random,10,8.285,0.2163,0.8948,0.0085,Tract
Group_6,Tract,Random,15,8.2338,0.273,0.862,0.01,Tract
Group_6,Tract,Random,20,8.1942,0.3079,0.8324,0.0115,Tract
Group_6,Tract,Random,25,8.1461,0.2992,0.8045,0.0126,Tract
Group_6,Tract,Random,30,7.9758,0.3423,0.778,0.0141,Tract
Group_6,Tract,Random,35,7.815,0.3353,0.75,0.0156,Tract
Group_6,Tract,Random,40,7.6551,0.2967,0.7249,0.0164,Tract
Group_6,Tract,Random,45,7.5932,0.3152,0.6975,0.0163,Tract
Group_6,Tract,Random,50,7.4208,0.3318,0.6736,0.0184,Tract
Group_7,G_100,Centroid,5,8.7602,0.0643,0.9886,0.0019,Grid_100
Group_7,G_100,Centroid,10,8.7695,0.0941,0.9789,0.0023,Grid_100
Group_7,G_100,Centroid,15,8.8019,0.0905,0.9711,0.0021,Grid_100
Group_7,G_100,Centroid,20,8.8069,0.0904,0.9642,0.0029,Grid_100
Group_7,G_100,Centroid,25,8.8234,0.0954,0.9578,0.0027,Grid_100
Group_7,G_100,Centroid,30,8.825,0.1169,0.9516,0.003,Grid_100
Group_7,G_100,Centroid,35,8.8338,0.0877,0.9452,0.0029,Grid_100
Group_7,G_100,Centroid,40,8.8199,0.1092,0.9401,0.0033,Grid_100
Group_7,G_100,Centroid,45,8.8183,0.0842,0.9348,0.003,Grid_100
Group_7,G_100,Centroid,50,8.8162,0.0985,0.929,0.0025,Grid_100
Group_7,G_100,Deletion,5,8.7419,0.2159,0.94,0.0056,Grid_100
Group_7,G_100,Deletion,10,8.5035,0.2489,0.9006,0.0062,Grid_100
Group_7,G_100,Deletion,15,8.6015,0.2768,0.876,0.0085,Grid_100
Group_7,G_100,Deletion,20,8.5617,0.3022,0.8558,0.0086,Grid_100
Group_7,G_100,Deletion,25,8.4559,0.3497,0.8359,0.0119,Grid_100
Group_7,G_100,Deletion,30,8.4825,0.3721,0.8151,0.0113,Grid_100
Group_7,G_100,Deletion,35,8.3031,0.3683,0.7943,0.0139,Grid_100
Group_7,G_100,Deletion,40,8.2293,0.4637,0.7736,0.0167,Grid_100
Group_7,G_100,Deletion,45,8.1433,0.4536,0.7512,0.0174,Grid_100
Group_7,G_100,Deletion,50,8.0053,0.4711,0.7287,0.0145,Grid_100
Group_7,G_100,Random,5,8.771,0.0839,0.9854,0.0025,Grid_100
Group_7,G_100,Random,10,8.7612,0.1043,0.9731,0.0028,Grid_100
Group_7,G_100,Random,15,8.7963,0.1082,0.9629,0.0027,Grid_100
Group_7,G_100,Random,20,8.7732,0.1143,0.9548,0.0039,Grid_100
Group_7,G_100,Random,25,8.78,0.1228,0.9466,0.0039,Grid_100
Group_7,G_100,Random,30,8.7835,0.1308,0.9404,0.0039,Grid_100
Group_7,G_100,Random,35,8.7858,0.143,0.9331,0.0045,Grid_100
Group_7,G_100,Random,40,8.7564,0.148,0.9271,0.0043,Grid_100
Group_7,G_100,Random,45,8.778,0.1515,0.9213,0.0042,Grid_100
Group_7,G_100,Random,50,8.7998,0.1434,0.9149,0.004,Grid_100
Group_7,G_300,Centroid,5,8.7244,0.1299,0.9691,0.0043,Grid_300
Group_7,G_300,Centroid,10,8.6895,0.1682,0.9451,0.0046,Grid_300
Group_7,G_300,Centroid,15,8.5799,0.2274,0.9254,0.0061,Grid_300
Group_7,G_300,Centroid,20,8.5271,0.2219,0.9081,0.0062,Grid_300
Group_7,G_300,Centroid,25,8.458,0.2346,0.8925,0.0062,Grid_300
Group_7,G_300,Centroid,30,8.3407,0.2388,0.8769,0.0064,Grid_300
Group_7,G_300,Centroid,35,8.2556,0.2286,0.8625,0.0076,Grid_300
Group_7,G_300,Centroid,40,8.2016,0.2192,0.8472,0.0075,Grid_300
Group_7,G_300,Centroid,45,8.1702,0.2424,0.8323,0.0072,Grid_300
Group_7,G_300,Centroid,50,8.1138,0.2337,0.818,0.0076,Grid_300
Group_7,G_300,Deletion,5,8.7419,0.2159,0.94,0.0056,Grid_300
Group_7,G_300,Deletion,10,8.5035,0.2489,0.9006,0.0062,Grid_300
Group_7,G_300,Deletion,15,8.6015,0.2768,0.876,0.0085,Grid_300
Group_7,G_300,Deletion,20,8.5617,0.3022,0.8558,0.0086,Grid_300
Group_7,G_300,Deletion,25,8.4559,0.3497,0.8359,0.0119,Grid_300
Group_7,G_300,Deletion,30,8.4825,0.3721,0.8151,0.0113,Grid_300
Group_7,G_300,Deletion,35,8.3031,0.3683,0.7943,0.0139,Grid_300
Group_7,G_300,Deletion,40,8.2293,0.4637,0.7736,0.0167,Grid_300
Group_7,G_300,Deletion,45,8.1433,0.4536,0.7512,0.0174,Grid_300
Group_7,G_300,Deletion,50,8.0053,0.4711,0.7287,0.0145,Grid_300
Group_7,G_300,Random,5,8.6733,0.1436,0.9608,0.0052,Grid_300
Group_7,G_300,Random,10,8.6035,0.1743,0.9305,0.0065,Grid_300
Group_7,G_300,Random,15,8.5092,0.2543,0.9071,0.0069,Grid_300
Group_7,G_300,Random,20,8.3744,0.2793,0.8875,0.0076,Grid_300
Group_7,G_300,Random,25,8.351,0.2401,0.8698,0.0085,Grid_300
Group_7,G_300,Random,30,8.1804,0.2538,0.8529,0.0087,Grid_300
Group_7,G_300,Random,35,8.0821,0.2535,0.8374,0.0097,Grid_300
Group_7,G_300,Random,40,7.9732,0.2793,0.8206,0.01,Grid_300
Group_7,G_300,Random,45,7.9121,0.3,0.806,0.0108,Grid_300
Group_7,G_300,Random,50,7.8174,0.2865,0.7922,0.011,Grid_300
Group_7,G_500,Centroid,5,8.533,0.2035,0.9501,0.0064,Grid_500
Group_7,G_500,Centroid,10,8.3285,0.2332,0.9066,0.0077,Grid_500
Group_7,G_500,Centroid,15,8.1676,0.3033,0.8675,0.0087,Grid_500
Group_7,G_500,Centroid,20,8.0086,0.2515,0.8299,0.0099,Grid_500
Group_7,G_500,Centroid,25,7.8706,0.2854,0.7939,0.0097,Grid_500
Group_7,G_500,Centroid,30,7.6876,0.3109,0.7591,0.0096,Grid_500
Group_7,G_500,Centroid,35,7.4791,0.307,0.7228,0.0115,Grid_500
Group_7,G_500,Centroid,40,7.4207,0.3214,0.6887,0.0128,Grid_500
Group_7,G_500,Centroid,45,7.2982,0.2433,0.6541,0.0123,Grid_500
Group_7,G_500,Centroid,50,7.1242,0.2569,0.6201,0.0097,Grid_500
Group_7,G_500,Deletion,5,8.7419,0.2159,0.94,0.0056,Grid_500
Group_7,G_500,Deletion,10,8.5035,0.2489,0.9006,0.0062,Grid_500
Group_7,G_500,Deletion,15,8.6015,0.2768,0.876,0.0085,Grid_500
Group_7,G_500,Deletion,20,8.5617,0.3022,0.8558,0.0086,Grid_500
Group_7,G_500,Deletion,25,8.4559,0.3497,0.8359,0.0119,Grid_500
Group_7,G_500,Deletion,30,8.4825,0.3721,0.8151,0.0113,Grid_500
Group_7,G_500,Deletion,35,8.3031,0.3683,0.7943,0.0139,Grid_500
Group_7,G_500,Deletion,40,8.2293,0.4637,0.7736,0.0167,Grid_500
Group_7,G_500,Deletion,45,8.1433,0.4536,0.7512,0.0174,Grid_500
Group_7,G_500,Deletion,50,8.0053,0.4711,0.7287,0.0145,Grid_500
Group_7,G_500,Random,5,8.5728,0.1962,0.945,0.0075,Grid_500
Group_7,G_500,Random,10,8.3993,0.2302,0.9056,0.0078,Grid_500
Group_7,G_500,Random,15,8.2532,0.2977,0.8742,0.0099,Grid_500
Group_7,G_500,Random,20,8.1385,0.2662,0.8471,0.0107,Grid_500
Group_7,G_500,Random,25,7.9665,0.3303,0.8207,0.0114,Grid_500
Group_7,G_500,Random,30,7.7183,0.3151,0.7979,0.0131,Grid_500
Group_7,G_500,Random,35,7.6293,0.2853,0.7741,0.0128,Grid_500
Group_7,G_500,Random,40,7.4811,0.3691,0.7519,0.0175,Grid_500
Group_7,G_500,Random,45,7.2601,0.3236,0.7291,0.0142,Grid_500
Group_7,G_500,Random,50,7.0745,0.3274,0.7074,0.0159,Grid_500
Group_7,N_hood,Centroid,5,8.5889,0.2204,0.9181,0.008,Neighborhood
Group_7,N_hood,Centroid,10,8.316,0.2891,0.8196,0.0133,Neighborhood
Group_7,N_hood,Centroid,15,8.3026,0.3532,0.7122,0.0149,Neighborhood
Group_7,N_hood,Centroid,20,8.2273,0.4029,0.6028,0.0158,Neighborhood
Group_7,N_hood,Centroid,25,8.0858,0.3364,0.4968,0.0177,Neighborhood
Group_7,N_hood,Centroid,30,7.9542,0.4367,0.4024,0.0151,Neighborhood
Group_7,N_hood,Centroid,35,7.7675,0.3878,0.321,0.0146,Neighborhood
Group_7,N_hood,Centroid,40,7.3976,0.4185,0.2535,0.013,Neighborhood
Group_7,N_hood,Centroid,45,6.8465,0.4545,0.2033,0.0139,Neighborhood
Group_7,N_hood,Centroid,50,6.2526,0.5766,0.1621,0.0106,Neighborhood
Group_7,N_hood,Deletion,5,8.7419,0.2159,0.94,0.0056,Neighborhood
Group_7,N_hood,Deletion,10,8.5035,0.2489,0.9006,0.0062,Neighborhood
Group_7,N_hood,Deletion,15,8.6015,0.2768,0.876,0.0085,Neighborhood
Group_7,N_hood,Deletion,20,8.5617,0.3022,0.8558,0.0086,Neighborhood
Group_7,N_hood,Deletion,25,8.4559,0.3497,0.8359,0.0119,Neighborhood
Group_7,N_hood,Deletion,30,8.4825,0.3721,0.8151,0.0113,Neighborhood
Group_7,N_hood,Deletion,35,8.3031,0.3683,0.7943,0.0139,Neighborhood
Group_7,N_hood,Deletion,40,8.2293,0.4637,0.7736,0.0167,Neighborhood
Group_7,N_hood,Deletion,45,8.1433,0.4536,0.7512,0.0174,Neighborhood
Group_7,N_hood,Deletion,50,8.0053,0.4711,0.7287,0.0145,Neighborhood
Group_7,N_hood,Random,5,8.6086,0.2021,0.9336,0.0076,Neighborhood
Group_7,N_hood,Random,10,8.4742,0.2548,0.8884,0.0079,Neighborhood
Group_7,N_hood,Random,15,8.3299,0.3497,0.8521,0.0112,Neighborhood
Group_7,N_hood,Random,20,8.1781,0.3129,0.8218,0.012,Neighborhood
Group_7,N_hood,Random,25,8.0288,0.3577,0.7919,0.0124,Neighborhood
Group_7,N_hood,Random,30,7.8825,0.3883,0.7667,0.013,Neighborhood
Group_7,N_hood,Random,35,7.6505,0.3736,0.7339,0.0173,Neighborhood
Group_7,N_hood,Random,40,7.4804,0.4405,0.7027,0.0176,Neighborhood
Group_7,N_hood,Random,45,7.2802,0.4007,0.6722,0.0187,Neighborhood
Group_7,N_hood,Random,50,7.0178,0.4054,0.6417,0.0202,Neighborhood
Group_7,Street,Centroid,5,8.6149,0.187,0.9423,0.0078,Street
Group_7,Street,Centroid,10,8.4237,0.2463,0.8932,0.0106,Street
Group_7,Street,Centroid,15,8.3716,0.2351,0.847,0.0118,Street
Group_7,Street,Centroid,20,8.2968,0.256,0.807,0.0133,Street
Group_7,Street,Centroid,25,8.2052,0.2564,0.7653,0.0124,Street
Group_7,Street,Centroid,30,8.057,0.3159,0.7257,0.0141,Street
Group_7,Street,Centroid,35,7.9971,0.3441,0.6845,0.0161,Street
Group_7,Street,Centroid,40,7.96,0.3442,0.6437,0.017,Street
Group_7,Street,Centroid,45,7.8842,0.3524,0.6044,0.0157,Street
Group_7,Street,Centroid,50,7.7868,0.3802,0.5605,0.0156,Street
Group_7,Street,Deletion,5,8.7419,0.2159,0.94,0.0056,Street
Group_7,Street,Deletion,10,8.5035,0.2489,0.9006,0.0062,Street
Group_7,Street,Deletion,15,8.6015,0.2768,0.876,0.0085,Street
Group_7,Street,Deletion,20,8.5617,0.3022,0.8558,0.0086,Street
Group_7,Street,Deletion,25,8.4559,0.3497,0.8359,0.0119,Street
Group_7,Street,Deletion,30,8.4825,0.3721,0.8151,0.0113,Street
Group_7,Street,Deletion,35,8.3031,0.3683,0.7943,0.0139,Street
Group_7,Street,Deletion,40,8.2293,0.4637,0.7736,0.0167,Street
Group_7,Street,Deletion,45,8.1433,0.4536,0.7512,0.0174,Street
Group_7,Street,Deletion,50,8.0053,0.4711,0.7287,0.0145,Street
Group_7,Street,Random,5,8.6266,0.2023,0.9433,0.0077,Street
Group_7,Street,Random,10,8.4919,0.2286,0.9027,0.0097,Street
Group_7,Street,Random,15,8.3873,0.2935,0.8717,0.0086,Street
Group_7,Street,Random,20,8.2902,0.276,0.846,0.0103,Street
Group_7,Street,Random,25,8.1233,0.332,0.818,0.0109,Street
Group_7,Street,Random,30,7.9817,0.3119,0.7965,0.011,Street
Group_7,Street,Random,35,7.8538,0.3522,0.7767,0.0145,Street
Group_7,Street,Random,40,7.6736,0.3681,0.7564,0.0142,Street
Group_7,Street,Random,45,7.6719,0.4137,0.7374,0.0167,Street
Group_7,Street,Random,50,7.5652,0.4008,0.7122,0.0153,Street
Group_7,Tract,Centroid,5,8.6845,0.2165,0.9384,0.0066,Tract
Group_7,Tract,Centroid,10,8.4923,0.2974,0.885,0.0092,Tract
Group_7,Tract,Centroid,15,8.2349,0.3271,0.828,0.0119,Tract
Group_7,Tract,Centroid,20,7.9669,0.327,0.7727,0.0129,Tract
Group_7,Tract,Centroid,25,7.7148,0.3005,0.7149,0.0161,Tract
Group_7,Tract,Centroid,30,7.4093,0.3532,0.6589,0.0146,Tract
Group_7,Tract,Centroid,35,7.0985,0.3377,0.6012,0.016,Tract
Group_7,Tract,Centroid,40,6.953,0.3365,0.544,0.0164,Tract
Group_7,Tract,Centroid,45,6.6613,0.2989,0.4902,0.0156,Tract
Group_7,Tract,Centroid,50,6.3259,0.3475,0.4369,0.0138,Tract
Group_7,Tract,Deletion,5,8.7396,0.2159,0.9399,0.0056,Tract
Group_7,Tract,Deletion,10,8.5091,0.2495,0.9009,0.0061,Tract
Group_7,Tract,Deletion,15,8.5983,0.2785,0.8764,0.0085,Tract
Group_7,Tract,Deletion,20,8.5192,0.302,0.8563,0.0086,Tract
Group_7,Tract,Deletion,25,8.436,0.3465,0.8362,0.0119,Tract
Group_7,Tract,Deletion,30,8.4741,0.3728,0.8153,0.0114,Tract
