Group,Scale,Type,Error_Percentage,PAI_mean,PAI_std,F1_Score_mean,F1_Score_std,Scale2
Group_14,Tract,Centroid,30,10.7672,0.3028,0.7131,0.0139,Tract
Group_14,Tract,Centroid,35,10.4832,0.3255,0.6572,0.0163,Tract
Group_14,Tract,Centroid,40,10.2631,0.3025,0.5975,0.016,Tract
Group_14,Tract,Centroid,45,10.0185,0.3624,0.5402,0.0148,Tract
Group_14,Tract,Centroid,50,9.5828,0.4085,0.4873,0.014,Tract
Group_14,Tract,Deletion,5,11.2046,0.1733,0.9589,0.0044,Tract
Group_14,Tract,Deletion,10,11.2384,0.183,0.9383,0.0051,Tract
Group_14,Tract,Deletion,15,11.256,0.2307,0.9224,0.0067,Tract
Group_14,Tract,Deletion,20,11.263,0.2775,0.9057,0.0077,Tract
Group_14,Tract,Deletion,25,11.2454,0.2656,0.8934,0.0096,Tract
Group_14,Tract,Deletion,30,11.2513,0.354,0.8785,0.0112,Tract
Group_14,Tract,Deletion,35,11.2214,0.3829,0.8633,0.0115,Tract
Group_14,Tract,Deletion,40,11.1665,0.3679,0.8443,0.0122,Tract
Group_14,Tract,Deletion,45,11.1361,0.3907,0.8277,0.0143,Tract
Group_14,Tract,Deletion,50,11.1525,0.47,0.8114,0.0165,Tract
Group_14,Tract,Random,5,11.1697,0.1606,0.9572,0.005,Tract
Group_14,Tract,Random,10,11.0755,0.1853,0.9291,0.006,Tract
Group_14,Tract,Random,15,10.9899,0.2347,0.9038,0.0072,Tract
Group_14,Tract,Random,20,10.8964,0.266,0.882,0.0097,Tract
Group_14,Tract,Random,25,10.8152,0.2945,0.8605,0.0102,Tract
Group_14,Tract,Random,30,10.7571,0.2814,0.8397,0.0115,Tract
Group_14,Tract,Random,35,10.6187,0.3256,0.8172,0.0119,Tract
Group_14,Tract,Random,40,10.4913,0.313,0.7905,0.0119,Tract
Group_14,Tract,Random,45,10.4098,0.3355,0.7663,0.0153,Tract
Group_14,Tract,Random,50,10.2686,0.3725,0.7407,0.0147,Tract
Group_15,G_100,Centroid,5,11.3816,0.0928,0.9905,0.0013,Grid_100
Group_15,G_100,Centroid,10,11.3751,0.1158,0.9834,0.002,Grid_100
Group_15,G_100,Centroid,15,11.3287,0.1302,0.9755,0.0022,Grid_100
Group_15,G_100,Centroid,20,11.2971,0.1247,0.9689,0.0026,Grid_100
Group_15,G_100,Centroid,25,11.2594,0.132,0.9627,0.0027,Grid_100
Group_15,G_100,Centroid,30,11.2423,0.1239,0.9562,0.003,Grid_100
Group_15,G_100,Centroid,35,11.1956,0.1307,0.9491,0.0029,Grid_100
Group_15,G_100,Centroid,40,11.2081,0.1322,0.9437,0.0029,Grid_100
Group_15,G_100,Centroid,45,11.1571,0.1341,0.9376,0.003,Grid_100
Group_15,G_100,Centroid,50,11.1868,0.126,0.9311,0.003,Grid_100
Group_15,G_100,Deletion,5,11.4093,0.1705,0.9525,0.0035,Grid_100
Group_15,G_100,Deletion,10,11.3109,0.2318,0.9318,0.0053,Grid_100
Group_15,G_100,Deletion,15,11.4293,0.2846,0.9169,0.0078,Grid_100
Group_15,G_100,Deletion,20,11.3774,0.3641,0.8987,0.0081,Grid_100
Group_15,G_100,Deletion,25,11.2507,0.3153,0.8842,0.0099,Grid_100
Group_15,G_100,Deletion,30,11.3947,0.4058,0.8672,0.0114,Grid_100
Group_15,G_100,Deletion,35,11.4543,0.4006,0.8519,0.0115,Grid_100
Group_15,G_100,Deletion,40,11.2364,0.4882,0.8379,0.0135,Grid_100
Group_15,G_100,Deletion,45,11.0614,0.4128,0.8184,0.0173,Grid_100
Group_15,G_100,Deletion,50,11.0655,0.4896,0.8014,0.0168,Grid_100
Group_15,G_100,Random,5,11.4284,0.1095,0.9874,0.002,Grid_100
Group_15,G_100,Random,10,11.3877,0.1328,0.9789,0.0026,Grid_100
Group_15,G_100,Random,15,11.3537,0.1375,0.9704,0.0029,Grid_100
Group_15,G_100,Random,20,11.3498,0.1477,0.9629,0.0035,Grid_100
Group_15,G_100,Random,25,11.2614,0.1656,0.9563,0.0033,Grid_100
Group_15,G_100,Random,30,11.241,0.1405,0.9499,0.0039,Grid_100
Group_15,G_100,Random,35,11.2146,0.1442,0.9429,0.0038,Grid_100
Group_15,G_100,Random,40,11.1952,0.159,0.9374,0.004,Grid_100
Group_15,G_100,Random,45,11.1694,0.152,0.931,0.0044,Grid_100
Group_15,G_100,Random,50,11.163,0.1659,0.9248,0.0042,Grid_100
Group_15,G_300,Centroid,5,11.4918,0.1363,0.9741,0.0033,Grid_300
Group_15,G_300,Centroid,10,11.3476,0.176,0.9566,0.0044,Grid_300
Group_15,G_300,Centroid,15,11.2613,0.1743,0.9407,0.0039,Grid_300
Group_15,G_300,Centroid,20,11.169,0.1932,0.9273,0.0056,Grid_300
Group_15,G_300,Centroid,25,11.1217,0.2064,0.9156,0.0049,Grid_300
Group_15,G_300,Centroid,30,11.0634,0.2151,0.8993,0.0053,Grid_300
Group_15,G_300,Centroid,35,11.0031,0.2263,0.8859,0.0063,Grid_300
Group_15,G_300,Centroid,40,10.953,0.1855,0.8749,0.0072,Grid_300
Group_15,G_300,Centroid,45,10.8903,0.2262,0.861,0.0071,Grid_300
Group_15,G_300,Centroid,50,10.805,0.2348,0.847,0.0064,Grid_300
Group_15,G_300,Deletion,5,11.4093,0.1705,0.9525,0.0035,Grid_300
Group_15,G_300,Deletion,10,11.3109,0.2318,0.9318,0.0053,Grid_300
Group_15,G_300,Deletion,15,11.4293,0.2846,0.9169,0.0078,Grid_300
Group_15,G_300,Deletion,20,11.3774,0.3641,0.8987,0.0081,Grid_300
Group_15,G_300,Deletion,25,11.2507,0.3153,0.8842,0.0099,Grid_300
Group_15,G_300,Deletion,30,11.3947,0.4058,0.8672,0.0114,Grid_300
Group_15,G_300,Deletion,35,11.4543,0.4006,0.8519,0.0115,Grid_300
Group_15,G_300,Deletion,40,11.2364,0.4882,0.8379,0.0135,Grid_300
Group_15,G_300,Deletion,45,11.0614,0.4128,0.8184,0.0173,Grid_300
Group_15,G_300,Deletion,50,11.0655,0.4896,0.8014,0.0168,Grid_300
Group_15,G_300,Random,5,11.4144,0.1569,0.9671,0.0043,Grid_300
Group_15,G_300,Random,10,11.2233,0.2041,0.9475,0.0057,Grid_300
Group_15,G_300,Random,15,11.0648,0.2097,0.9295,0.0062,Grid_300
Group_15,G_300,Random,20,10.9602,0.2179,0.9166,0.0061,Grid_300
Group_15,G_300,Random,25,10.8454,0.221,0.9047,0.0063,Grid_300
Group_15,G_300,Random,30,10.7551,0.2284,0.8889,0.0074,Grid_300
Group_15,G_300,Random,35,10.677,0.225,0.8768,0.0074,Grid_300
Group_15,G_300,Random,40,10.5111,0.2492,0.8657,0.008,Grid_300
Group_15,G_300,Random,45,10.366,0.2476,0.851,0.0105,Grid_300
Group_15,G_300,Random,50,10.3189,0.223,0.8388,0.0088,Grid_300
Group_15,G_500,Centroid,5,11.2844,0.1804,0.9539,0.0041,Grid_500
Group_15,G_500,Centroid,10,10.9073,0.2063,0.9211,0.0056,Grid_500
Group_15,G_500,Centroid,15,10.6349,0.233,0.8894,0.0069,Grid_500
Group_15,G_500,Centroid,20,10.4531,0.2353,0.8572,0.0076,Grid_500
Group_15,G_500,Centroid,25,10.1955,0.246,0.8274,0.0092,Grid_500
Group_15,G_500,Centroid,30,10.0483,0.2843,0.7914,0.01,Grid_500
Group_15,G_500,Centroid,35,9.8716,0.2783,0.7585,0.0093,Grid_500
Group_15,G_500,Centroid,40,9.6312,0.2956,0.7278,0.011,Grid_500
Group_15,G_500,Centroid,45,9.4272,0.3002,0.6936,0.0103,Grid_500
Group_15,G_500,Centroid,50,9.2104,0.2969,0.6616,0.0097,Grid_500
Group_15,G_500,Deletion,5,11.4093,0.1705,0.9525,0.0035,Grid_500
Group_15,G_500,Deletion,10,11.3109,0.2318,0.9318,0.0053,Grid_500
Group_15,G_500,Deletion,15,11.4293,0.2846,0.9169,0.0078,Grid_500
Group_15,G_500,Deletion,20,11.3774,0.3641,0.8987,0.0081,Grid_500
Group_15,G_500,Deletion,25,11.2507,0.3153,0.8842,0.0099,Grid_500
Group_15,G_500,Deletion,30,11.3947,0.4058,0.8672,0.0114,Grid_500
Group_15,G_500,Deletion,35,11.4543,0.4006,0.8519,0.0115,Grid_500
Group_15,G_500,Deletion,40,11.2364,0.4882,0.8379,0.0135,Grid_500
Group_15,G_500,Deletion,45,11.0614,0.4128,0.8184,0.0173,Grid_500
Group_15,G_500,Deletion,50,11.0655,0.4896,0.8014,0.0168,Grid_500
Group_15,G_500,Random,5,11.2662,0.1813,0.9545,0.0056,Grid_500
Group_15,G_500,Random,10,10.949,0.2273,0.9283,0.007,Grid_500
Group_15,G_500,Random,15,10.7208,0.2553,0.9041,0.0074,Grid_500
Group_15,G_500,Random,20,10.5368,0.2587,0.8855,0.008,Grid_500
Group_15,G_500,Random,25,10.282,0.2649,0.8627,0.0095,Grid_500
Group_15,G_500,Random,30,10.0554,0.2901,0.8425,0.0098,Grid_500
Group_15,G_500,Random,35,9.8855,0.262,0.8224,0.0097,Grid_500
Group_15,G_500,Random,40,9.5642,0.3307,0.8026,0.012,Grid_500
Group_15,G_500,Random,45,9.3901,0.341,0.7824,0.0142,Grid_500
Group_15,G_500,Random,50,9.1241,0.322,0.7587,0.0156,Grid_500
Group_15,N_hood,Centroid,5,11.455,0.2182,0.9301,0.0069,Neighborhood
Group_15,N_hood,Centroid,10,11.0789,0.3115,0.8502,0.0108,Neighborhood
Group_15,N_hood,Centroid,15,10.8208,0.3101,0.7531,0.0129,Neighborhood
Group_15,N_hood,Centroid,20,10.6989,0.3423,0.648,0.0154,Neighborhood
Group_15,N_hood,Centroid,25,10.5312,0.4143,0.5465,0.0173,Neighborhood
Group_15,N_hood,Centroid,30,10.1848,0.4758,0.4458,0.0146,Neighborhood
Group_15,N_hood,Centroid,35,9.3841,0.5177,0.3613,0.0143,Neighborhood
Group_15,N_hood,Centroid,40,8.4913,0.5637,0.2924,0.0131,Neighborhood
Group_15,N_hood,Centroid,45,7.4571,0.5447,0.2329,0.0122,Neighborhood
Group_15,N_hood,Centroid,50,6.5249,0.4829,0.1883,0.0118,Neighborhood
Group_15,N_hood,Deletion,5,11.4118,0.1698,0.9526,0.0035,Neighborhood
Group_15,N_hood,Deletion,10,11.3139,0.2324,0.9318,0.0053,Neighborhood
Group_15,N_hood,Deletion,15,11.4317,0.2841,0.9169,0.0078,Neighborhood
Group_15,N_hood,Deletion,20,11.3807,0.3651,0.8987,0.0081,Neighborhood
Group_15,N_hood,Deletion,25,11.2547,0.3161,0.8842,0.0099,Neighborhood
Group_15,N_hood,Deletion,30,11.3975,0.4071,0.8672,0.0115,Neighborhood
Group_15,N_hood,Deletion,35,11.4582,0.4005,0.8519,0.0115,Neighborhood
Group_15,N_hood,Deletion,40,11.239,0.4894,0.8379,0.0135,Neighborhood
Group_15,N_hood,Deletion,45,11.0623,0.4157,0.8184,0.0173,Neighborhood
Group_15,N_hood,Deletion,50,11.0679,0.4913,0.8014,0.0168,Neighborhood
Group_15,N_hood,Random,5,11.3613,0.2155,0.9472,0.0047,Neighborhood
Group_15,N_hood,Random,10,11.0941,0.2472,0.9184,0.0067,Neighborhood
Group_15,N_hood,Random,15,11.0122,0.321,0.8963,0.0089,Neighborhood
Group_15,N_hood,Random,20,10.846,0.3313,0.8727,0.0098,Neighborhood
Group_15,N_hood,Random,25,10.6435,0.319,0.8517,0.0113,Neighborhood
Group_15,N_hood,Random,30,10.4898,0.4123,0.8254,0.0128,Neighborhood
Group_15,N_hood,Random,35,10.2876,0.4076,0.7987,0.014,Neighborhood
Group_15,N_hood,Random,40,9.8581,0.4369,0.7709,0.0171,Neighborhood
Group_15,N_hood,Random,45,9.5223,0.4113,0.7377,0.0193,Neighborhood
Group_15,N_hood,Random,50,9.1037,0.4478,0.7001,0.0188,Neighborhood
Group_15,Street,Centroid,5,11.3322,0.1745,0.9485,0.0054,Street
Group_15,Street,Centroid,10,11.0432,0.2634,0.9113,0.0078,Street
Group_15,Street,Centroid,15,10.8081,0.2627,0.8718,0.0112,Street
Group_15,Street,Centroid,20,10.6727,0.2478,0.8339,0.011,Street
Group_15,Street,Centroid,25,10.4722,0.2527,0.7984,0.0136,Street
Group_15,Street,Centroid,30,10.4159,0.2962,0.7551,0.0146,Street
Group_15,Street,Centroid,35,10.3006,0.326,0.7125,0.0147,Street
Group_15,Street,Centroid,40,10.1147,0.3054,0.6761,0.0176,Street
Group_15,Street,Centroid,45,9.962,0.3423,0.6321,0.0163,Street
Group_15,Street,Centroid,50,9.7846,0.3469,0.5887,0.0161,Street
Group_15,Street,Deletion,5,11.4118,0.1698,0.9526,0.0035,Street
Group_15,Street,Deletion,10,11.3139,0.2324,0.9318,0.0053,Street
Group_15,Street,Deletion,15,11.4317,0.2841,0.9169,0.0078,Street
Group_15,Street,Deletion,20,11.3807,0.3651,0.8987,0.0081,Street
Group_15,Street,Deletion,25,11.2547,0.3161,0.8842,0.0099,Street
Group_15,Street,Deletion,30,11.3975,0.4071,0.8672,0.0115,Street
Group_15,Street,Deletion,35,11.4582,0.4005,0.8519,0.0115,Street
Group_15,Street,Deletion,40,11.239,0.4894,0.8379,0.0135,Street
Group_15,Street,Deletion,45,11.0623,0.4157,0.8184,0.0173,Street
Group_15,Street,Deletion,50,11.0679,0.4913,0.8014,0.0168,Street
Group_15,Street,Random,5,11.3696,0.1866,0.953,0.005,Street
Group_15,Street,Random,10,11.0662,0.232,0.9255,0.007,Street
Group_15,Street,Random,15,10.8948,0.2763,0.9038,0.0081,Street
Group_15,Street,Random,20,10.7782,0.3087,0.886,0.008,Street
Group_15,Street,Random,25,10.5329,0.2813,0.8689,0.0094,Street
Group_15,Street,Random,30,10.4055,0.3263,0.8478,0.0124,Street
Group_15,Street,Random,35,10.312,0.3246,0.8247,0.0123,Street
Group_15,Street,Random,40,10.0222,0.3253,0.8079,0.0136,Street
Group_15,Street,Random,45,9.8121,0.3908,0.7853,0.014,Street
Group_15,Street,Random,50,9.6106,0.3301,0.7653,0.0147,Street
Group_15,Tract,Centroid,5,11.4954,0.1947,0.9512,0.0055,Tract
Group_15,Tract,Centroid,10,11.2349,0.2673,0.9124,0.0074,Tract
Group_15,Tract,Centroid,15,11.0147,0.287,0.8711,0.0095,Tract
Group_15,Tract,Centroid,20,10.8048,0.3102,0.8237,0.0122,Tract
Group_15,Tract,Centroid,25,10.4101,0.3388,0.7718,0.0155,Tract
Group_15,Tract,Centroid,30,10.0633,0.3568,0.711,0.014,Tract
Group_15,Tract,Centroid,35,9.6285,0.3883,0.6526,0.014,Tract
Group_15,Tract,Centroid,40,9.0575,0.4216,0.6014,0.0145,Tract
Group_15,Tract,Centroid,45,8.4505,0.4082,0.5431,0.0151,Tract
Group_15,Tract,Centroid,50,7.906,0.4565,0.4947,0.0138,Tract
Group_15,Tract,Deletion,5,11.4093,0.1705,0.9525,0.0035,Tract
Group_15,Tract,Deletion,10,11.3109,0.2318,0.9318,0.0053,Tract
Group_15,Tract,Deletion,15,11.4293,0.2846,0.9169,0.0078,Tract
Group_15,Tract,Deletion,20,11.3774,0.3641,0.8987,0.0081,Tract
Group_15,Tract,Deletion,25,11.2507,0.3153,0.8842,0.0099,Tract
Group_15,Tract,Deletion,30,11.3947,0.4058,0.8672,0.0114,Tract
Group_15,Tract,Deletion,35,11.4543,0.4006,0.8519,0.0115,Tract
Group_15,Tract,Deletion,40,11.2364,0.4882,0.8379,0.0135,Tract
Group_15,Tract,Deletion,45,11.0614,0.4128,0.8184,0.0173,Tract
Group_15,Tract,Deletion,50,11.0655,0.4896,0.8014,0.0168,Tract
Group_15,Tract,Random,5,11.363,0.2122,0.9522,0.0051,Tract
Group_15,Tract,Random,10,11.1112,0.2272,0.9244,0.0062,Tract
Group_15,Tract,Random,15,10.945,0.2658,0.9013,0.0087,Tract
Group_15,Tract,Random,20,10.8531,0.3068,0.8793,0.0082,Tract
Group_15,Tract,Random,25,10.6465,0.3219,0.8578,0.0092,Tract
Group_15,Tract,Random,30,10.55,0.3743,0.8347,0.0122,Tract
Group_15,Tract,Random,35,10.4215,0.3272,0.8104,0.0129,Tract
Group_15,Tract,Random,40,10.2139,0.3748,0.7919,0.0131,Tract
Group_15,Tract,Random,45,9.9369,0.3454,0.7629,0.0149,Tract
Group_15,Tract,Random,50,9.7163,0.3762,0.737,0.0164,Tract
Group_16,G_100,Centroid,5,11.3506,0.0548,0.991,0.0015,Grid_100
Group_16,G_100,Centroid,10,11.3792,0.0729,0.9843,0.0018,Grid_100
Group_16,G_100,Centroid,15,11.3707,0.0772,0.9779,0.0021,Grid_100
Group_16,G_100,Centroid,20,11.3768,0.0676,0.9717,0.0024,Grid_100
Group_16,G_100,Centroid,25,11.3593,0.0888,0.9657,0.0024,Grid_100
Group_16,G_100,Centroid,30,11.3454,0.0849,0.961,0.0028,Grid_100
Group_16,G_100,Centroid,35,11.3202,0.1064,0.955,0.0022,Grid_100
Group_16,G_100,Centroid,40,11.3292,0.1127,0.9488,0.0027,Grid_100
Group_16,G_100,Centroid,45,11.3319,0.103,0.9425,0.0027,Grid_100
Group_16,G_100,Centroid,50,11.3264,0.1111,0.9372,0.003,Grid_100
Group_16,G_100,Deletion,5,11.2856,0.1504,0.955,0.0042,Grid_100
Group_16,G_100,Deletion,10,11.3099,0.2489,0.9342,0.0063,Grid_100
Group_16,G_100,Deletion,15,11.2785,0.2616,0.9165,0.0081,Grid_100
Group_16,G_100,Deletion,20,11.2797,0.3243,0.8992,0.0087,Grid_100
Group_16,G_100,Deletion,25,11.2034,0.4177,0.8804,0.0118,Grid_100
Group_16,G_100,Deletion,30,11.2598,0.3827,0.8672,0.0118,Grid_100
Group_16,G_100,Deletion,35,11.253,0.4266,0.8517,0.0121,Grid_100
Group_16,G_100,Deletion,40,11.1475,0.4195,0.8365,0.0151,Grid_100
Group_16,G_100,Deletion,45,11.054,0.4515,0.8169,0.0162,Grid_100
Group_16,G_100,Deletion,50,10.9602,0.5335,0.802,0.0166,Grid_100
Group_16,G_100,Random,5,11.3279,0.0628,0.9885,0.0016,Grid_100
Group_16,G_100,Random,10,11.3417,0.0761,0.9798,0.0024,Grid_100
Group_16,G_100,Random,15,11.344,0.0947,0.9725,0.0027,Grid_100
Group_16,G_100,Random,20,11.3181,0.1014,0.9659,0.0031,Grid_100
Group_16,G_100,Random,25,11.3066,0.13,0.9589,0.0031,Grid_100
Group_16,G_100,Random,30,11.2954,0.1235,0.9527,0.0036,Grid_100
Group_16,G_100,Random,35,11.2816,0.1213,0.9473,0.0036,Grid_100
Group_16,G_100,Random,40,11.2706,0.1422,0.9407,0.0043,Grid_100
Group_16,G_100,Random,45,11.2897,0.1408,0.9351,0.0038,Grid_100
Group_16,G_100,Random,50,11.2841,0.14,0.9292,0.0044,Grid_100
Group_16,G_300,Centroid,5,11.4008,0.1183,0.974,0.0032,Grid_300
Group_16,G_300,Centroid,10,11.4784,0.1355,0.9555,0.0042,Grid_300
Group_16,G_300,Centroid,15,11.5223,0.1817,0.9409,0.005,Grid_300
Group_16,G_300,Centroid,20,11.548,0.18,0.9252,0.005,Grid_300
Group_16,G_300,Centroid,25,11.5765,0.2017,0.9118,0.0056,Grid_300
Group_16,G_300,Centroid,30,11.5793,0.198,0.8978,0.0063,Grid_300
Group_16,G_300,Centroid,35,11.5919,0.2118,0.8845,0.0065,Grid_300
Group_16,G_300,Centroid,40,11.6132,0.1794,0.871,0.0074,Grid_300
Group_16,G_300,Centroid,45,11.6494,0.1782,0.8559,0.007,Grid_300
Group_16,G_300,Centroid,50,11.6531,0.2399,0.8429,0.0081,Grid_300
Group_16,G_300,Deletion,5,11.2856,0.1504,0.955,0.0042,Grid_300
Group_16,G_300,Deletion,10,11.3099,0.2489,0.9342,0.0063,Grid_300
Group_16,G_300,Deletion,15,11.2785,0.2616,0.9165,0.0081,Grid_300
Group_16,G_300,Deletion,20,11.2797,0.3243,0.8992,0.0087,Grid_300
Group_16,G_300,Deletion,25,11.2034,0.4177,0.8804,0.0118,Grid_300
Group_16,G_300,Deletion,30,11.2598,0.3827,0.8672,0.0118,Grid_300
Group_16,G_300,Deletion,35,11.253,0.4266,0.8517,0.0121,Grid_300
Group_16,G_300,Deletion,40,11.1475,0.4195,0.8365,0.0151,Grid_300
Group_16,G_300,Deletion,45,11.054,0.4515,0.8169,0.0162,Grid_300
Group_16,G_300,Deletion,50,10.9602,0.5335,0.802,0.0166,Grid_300
Group_16,G_300,Random,5,11.3615,0.1409,0.9679,0.0042,Grid_300
Group_16,G_300,Random,10,11.3243,0.1698,0.9464,0.0047,Grid_300
Group_16,G_300,Random,15,11.3381,0.2452,0.9293,0.0054,Grid_300
Group_16,G_300,Random,20,11.2798,0.2492,0.9134,0.007,Grid_300
Group_16,G_300,Random,25,11.2648,0.2526,0.898,0.0077,Grid_300
Group_16,G_300,Random,30,11.1898,0.2239,0.8847,0.0084,Grid_300
Group_16,G_300,Random,35,11.1237,0.2768,0.871,0.0083,Grid_300
Group_16,G_300,Random,40,10.9922,0.351,0.8586,0.0086,Grid_300
Group_16,G_300,Random,45,10.9408,0.3316,0.8441,0.0091,Grid_300
Group_16,G_300,Random,50,10.8249,0.3197,0.8324,0.0103,Grid_300
Group_16,G_500,Centroid,5,11.2682,0.176,0.9568,0.0046,Grid_500
Group_16,G_500,Centroid,10,11.1399,0.2148,0.921,0.0062,Grid_500
Group_16,G_500,Centroid,15,10.9646,0.1865,0.8882,0.0075,Grid_500
Group_16,G_500,Centroid,20,10.8081,0.2257,0.854,0.0086,Grid_500
Group_16,G_500,Centroid,25,10.5707,0.2787,0.82,0.0094,Grid_500
Group_16,G_500,Centroid,30,10.5009,0.2677,0.7888,0.0094,Grid_500
Group_16,G_500,Centroid,35,10.3128,0.2855,0.7543,0.0102,Grid_500
Group_16,G_500,Centroid,40,10.1126,0.3571,0.7228,0.01,Grid_500
Group_16,G_500,Centroid,45,9.985,0.3356,0.686,0.0103,Grid_500
Group_16,G_500,Centroid,50,9.8081,0.3821,0.6563,0.01,Grid_500
Group_16,G_500,Deletion,5,11.2856,0.1504,0.955,0.0042,Grid_500
Group_16,G_500,Deletion,10,11.3099,0.2489,0.9342,0.0063,Grid_500
Group_16,G_500,Deletion,15,11.2785,0.2616,0.9165,0.0081,Grid_500
Group_16,G_500,Deletion,20,11.2797,0.3243,0.8992,0.0087,Grid_500
Group_16,G_500,Deletion,25,11.2034,0.4177,0.8804,0.0118,Grid_500
Group_16,G_500,Deletion,30,11.2598,0.3827,0.8672,0.0118,Grid_500
Group_16,G_500,Deletion,35,11.253,0.4266,0.8517,0.0121,Grid_500
Group_16,G_500,Deletion,40,11.1475,0.4195,0.8365,0.0151,Grid_500
Group_16,G_500,Deletion,45,11.054,0.4515,0.8169,0.0162,Grid_500
Group_16,G_500,Deletion,50,10.9602,0.5335,0.802,0.0166,Grid_500
Group_16,G_500,Random,5,11.2596,0.1616,0.9563,0.0052,Grid_500
Group_16,G_500,Random,10,11.131,0.2354,0.9268,0.0068,Grid_500
Group_16,G_500,Random,15,10.9633,0.2706,0.9038,0.0083,Grid_500
Group_16,G_500,Random,20,10.7935,0.3176,0.8789,0.0094,Grid_500
Group_16,G_500,Random,25,10.5604,0.3247,0.8558,0.011,Grid_500
Group_16,G_500,Random,30,10.4877,0.334,0.8382,0.0118,Grid_500
Group_16,G_500,Random,35,10.271,0.3355,0.8148,0.0113,Grid_500
Group_16,G_500,Random,40,10.0238,0.3146,0.7948,0.0134,Grid_500
Group_16,G_500,Random,45,9.7932,0.3411,0.77,0.0122,Grid_500
Group_16,G_500,Random,50,9.598,0.3944,0.752,0.0132,Grid_500
Group_16,N_hood,Centroid,5,11.4091,0.2003,0.9271,0.0076,Neighborhood
Group_16,N_hood,Centroid,10,11.0903,0.2958,0.8408,0.0125,Neighborhood
Group_16,N_hood,Centroid,15,10.626,0.3677,0.741,0.0131,Neighborhood
Group_16,N_hood,Centroid,20,10.3951,0.4915,0.6354,0.0163,Neighborhood
Group_16,N_hood,Centroid,25,10.1985,0.5327,0.5326,0.0155,Neighborhood
Group_16,N_hood,Centroid,30,10.0576,0.4797,0.4399,0.0147,Neighborhood
Group_16,N_hood,Centroid,35,9.7029,0.5222,0.3622,0.0144,Neighborhood
Group_16,N_hood,Centroid,40,9.0852,0.4394,0.2895,0.0149,Neighborhood
Group_16,N_hood,Centroid,45,8.2043,0.4605,0.2261,0.0136,Neighborhood
Group_16,N_hood,Centroid,50,7.5069,0.466,0.1811,0.0122,Neighborhood
Group_16,N_hood,Deletion,5,11.2881,0.1495,0.955,0.0042,Neighborhood
Group_16,N_hood,Deletion,10,11.3132,0.2488,0.9342,0.0063,Neighborhood
Group_16,N_hood,Deletion,15,11.2815,0.2626,0.9165,0.0082,Neighborhood
Group_16,N_hood,Deletion,20,11.2815,0.3264,0.8992,0.0087,Neighborhood
Group_16,N_hood,Deletion,25,11.2066,0.4185,0.8804,0.0119,Neighborhood
Group_16,N_hood,Deletion,30,11.262,0.3841,0.8672,0.0118,Neighborhood
Group_16,N_hood,Deletion,35,11.2546,0.4291,0.8517,0.0122,Neighborhood
Group_16,N_hood,Deletion,40,11.1493,0.4204,0.8365,0.0151,Neighborhood
Group_16,N_hood,Deletion,45,11.0556,0.4516,0.8169,0.0163,Neighborhood
Group_16,N_hood,Deletion,50,10.9616,0.5328,0.802,0.0167,Neighborhood
Group_16,N_hood,Random,5,11.3116,0.1713,0.9488,0.0059,Neighborhood
Group_16,N_hood,Random,10,11.2129,0.2589,0.9193,0.0074,Neighborhood
Group_16,N_hood,Random,15,11.1823,0.2916,0.8956,0.0096,Neighborhood
Group_16,N_hood,Random,20,10.9679,0.387,0.8744,0.0095,Neighborhood
Group_16,N_hood,Random,25,10.882,0.4156,0.8482,0.0133,Neighborhood
Group_16,N_hood,Random,30,10.8059,0.4417,0.8241,0.014,Neighborhood
Group_16,N_hood,Random,35,10.5864,0.4132,0.7982,0.0132,Neighborhood
Group_16,N_hood,Random,40,10.3011,0.4096,0.7699,0.0179,Neighborhood
Group_16,N_hood,Random,45,9.9917,0.4477,0.7361,0.0165,Neighborhood
Group_16,N_hood,Random,50,9.6496,0.4383,0.7046,0.0182,Neighborhood
Group_16,Street,Centroid,5,11.1824,0.1616,0.952,0.0057,Street
Group_16,Street,Centroid,10,10.9512,0.2236,0.9137,0.0079,Street
Group_16,Street,Centroid,15,10.7661,0.2361,0.878,0.0096,Street
Group_16,Street,Centroid,20,10.6208,0.3322,0.8409,0.0114,Street
Group_16,Street,Centroid,25,10.4436,0.3256,0.8059,0.0127,Street
Group_16,Street,Centroid,30,10.3858,0.3449,0.7683,0.013,Street
Group_16,Street,Centroid,35,10.3349,0.3656,0.7304,0.0129,Street
Group_16,Street,Centroid,40,10.2817,0.4362,0.6931,0.0165,Street
Group_16,Street,Centroid,45,10.1606,0.4596,0.6488,0.0138,Street
Group_16,Street,Centroid,50,10.0133,0.4515,0.6115,0.0184,Street
Group_16,Street,Deletion,5,11.2881,0.1495,0.955,0.0042,Street
Group_16,Street,Deletion,10,11.3132,0.2488,0.9342,0.0063,Street
Group_16,Street,Deletion,15,11.2815,0.2626,0.9165,0.0082,Street
Group_16,Street,Deletion,20,11.2815,0.3264,0.8992,0.0087,Street
Group_16,Street,Deletion,25,11.2066,0.4185,0.8804,0.0119,Street
Group_16,Street,Deletion,30,11.262,0.3841,0.8672,0.0118,Street
Group_16,Street,Deletion,35,11.2546,0.4291,0.8517,0.0122,Street
Group_16,Street,Deletion,40,11.1493,0.4204,0.8365,0.0151,Street
Group_16,Street,Deletion,45,11.0556,0.4516,0.8169,0.0163,Street
Group_16,Street,Deletion,50,10.9616,0.5328,0.802,0.0167,Street
